2023-08-12 13:26:18.377 UTC [1] LOG:  starting PostgreSQL 15.3 (Debian 15.3-1.pgdg120+1) on x86_64-pc-linux-gnu, compiled by gcc (Debian 12.2.0-14) 12.2.0, 64-bit
2023-08-12 13:32:24.536 UTC [34] LOG:  execute s3: SELECT "public"."CursoDisciplina"."id" FROM "public"."CursoDisciplina" WHERE ("public"."CursoDisciplina"."id_curso" = $1 AND 1=0)
2023-08-12 13:32:24.536 UTC [34] DETAIL:  parameters: $1 = '6'
2023-08-12 13:32:24.539 UTC [34] LOG:  statement: COMMIT
2023-08-12 13:32:24.546 UTC [34] LOG:  execute s4: SELECT "public"."CursoDisciplina"."id", "public"."CursoDisciplina"."id_curso", "public"."CursoDisciplina"."id_disciplina" FROM "public"."CursoDisciplina" WHERE "public"."CursoDisciplina"."id_curso" = $1 OFFSET $2
2023-08-12 13:32:24.546 UTC [34] DETAIL:  parameters: $1 = '6', $2 = '0'
2023-08-12 13:32:27.642 UTC [34] LOG:  statement: SELECT 1
2023-08-12 13:32:27.645 UTC [34] LOG:  execute s4: SELECT "public"."CursoDisciplina"."id", "public"."CursoDisciplina"."id_curso", "public"."CursoDisciplina"."id_disciplina" FROM "public"."CursoDisciplina" WHERE "public"."CursoDisciplina"."id_curso" = $1 OFFSET $2
2023-08-12 13:32:27.645 UTC [34] DETAIL:  parameters: $1 = '6', $2 = '0'
2023-08-12 13:32:27.675 UTC [34] LOG:  execute s5: SELECT "public"."Disciplina"."id", "public"."Disciplina"."nome", "public"."Disciplina"."carga_horaria" FROM "public"."Disciplina" WHERE "public"."Disciplina"."id" IN ($1,$2,$3) OFFSET $4
2023-08-12 13:32:27.675 UTC [34] DETAIL:  parameters: $1 = '12', $2 = '11', $3 = '14', $4 = '0'
2023-08-12 13:34:19.928 UTC [37] LOG:  execute s0: SELECT "public"."CursoDisciplina"."id", "public"."CursoDisciplina"."id_curso", "public"."CursoDisciplina"."id_disciplina" FROM "public"."CursoDisciplina" WHERE ("public"."CursoDisciplina"."id") IN (SELECT "t0"."id" FROM "public"."CursoDisciplina" AS "t0" INNER JOIN "public"."Curso" AS "j0" ON ("j0"."id") = ("t0"."id_curso") WHERE ("j0"."id_departamento" = $1 AND "t0"."id" IS NOT NULL)) OFFSET $2
2023-08-12 13:34:19.928 UTC [37] DETAIL:  parameters: $1 = '1', $2 = '0'
2023-08-12 13:38:47.001 UTC [43] LOG:  execute s0: SELECT "public"."CursoDisciplina"."id", "public"."CursoDisciplina"."id_curso", "public"."CursoDisciplina"."id_disciplina" FROM "public"."CursoDisciplina" WHERE ("public"."CursoDisciplina"."id") IN (SELECT "t0"."id" FROM "public"."CursoDisciplina" AS "t0" INNER JOIN "public"."Curso" AS "j0" ON ("j0"."id") = ("t0"."id_curso") WHERE ("j0"."id_departamento" = $1 AND "t0"."id" IS NOT NULL)) OFFSET $2
2023-08-12 13:38:47.001 UTC [43] DETAIL:  parameters: $1 = '1', $2 = '0'
2023-08-12 13:38:49.403 UTC [43] LOG:  execute s0: SELECT "public"."CursoDisciplina"."id", "public"."CursoDisciplina"."id_curso", "public"."CursoDisciplina"."id_disciplina" FROM "public"."CursoDisciplina" WHERE ("public"."CursoDisciplina"."id") IN (SELECT "t0"."id" FROM "public"."CursoDisciplina" AS "t0" INNER JOIN "public"."Curso" AS "j0" ON ("j0"."id") = ("t0"."id_curso") WHERE ("j0"."id_departamento" = $1 AND "t0"."id" IS NOT NULL)) OFFSET $2
2023-08-12 13:38:49.403 UTC [43] DETAIL:  parameters: $1 = '1', $2 = '0'
2023-08-12 13:38:51.502 UTC [43] LOG:  execute s0: SELECT "public"."CursoDisciplina"."id", "public"."CursoDisciplina"."id_curso", "public"."CursoDisciplina"."id_disciplina" FROM "public"."CursoDisciplina" WHERE ("public"."CursoDisciplina"."id") IN (SELECT "t0"."id" FROM "public"."CursoDisciplina" AS "t0" INNER JOIN "public"."Curso" AS "j0" ON ("j0"."id") = ("t0"."id_curso") WHERE ("j0"."id_departamento" = $1 AND "t0"."id" IS NOT NULL)) OFFSET $2
2023-08-12 13:38:51.502 UTC [43] DETAIL:  parameters: $1 = '1', $2 = '0'
2023-08-12 13:39:18.279 UTC [43] LOG:  statement: SELECT 1
2023-08-12 13:39:18.282 UTC [43] LOG:  execute s0: SELECT "public"."CursoDisciplina"."id", "public"."CursoDisciplina"."id_curso", "public"."CursoDisciplina"."id_disciplina" FROM "public"."CursoDisciplina" WHERE ("public"."CursoDisciplina"."id") IN (SELECT "t0"."id" FROM "public"."CursoDisciplina" AS "t0" INNER JOIN "public"."Curso" AS "j0" ON ("j0"."id") = ("t0"."id_curso") WHERE ("j0"."id_departamento" = $1 AND "t0"."id" IS NOT NULL)) OFFSET $2
2023-08-12 13:39:18.282 UTC [43] DETAIL:  parameters: $1 = '1', $2 = '0'
2023-08-12 13:39:41.798 UTC [45] LOG:  execute s0: SELECT "public"."CursoDisciplina"."id", "public"."CursoDisciplina"."id_curso", "public"."CursoDisciplina"."id_disciplina" FROM "public"."CursoDisciplina" WHERE ("public"."CursoDisciplina"."id") IN (SELECT "t0"."id" FROM "public"."CursoDisciplina" AS "t0" INNER JOIN "public"."Curso" AS "j0" ON ("j0"."id") = ("t0"."id_curso") WHERE ("j0"."id_departamento" = $1 AND "t0"."id" IS NOT NULL)) OFFSET $2
2023-08-12 13:39:41.798 UTC [45] DETAIL:  parameters: $1 = '1', $2 = '0'
2023-08-12 13:40:08.230 UTC [46] LOG:  execute s0: SELECT "public"."CursoDisciplina"."id", "public"."CursoDisciplina"."id_curso", "public"."CursoDisciplina"."id_disciplina" FROM "public"."CursoDisciplina" WHERE ("public"."CursoDisciplina"."id") IN (SELECT "t0"."id" FROM "public"."CursoDisciplina" AS "t0" INNER JOIN "public"."Curso" AS "j0" ON ("j0"."id") = ("t0"."id_curso") WHERE ("j0"."id_departamento" = $1 AND "t0"."id" IS NOT NULL)) OFFSET $2
2023-08-12 13:40:08.230 UTC [46] DETAIL:  parameters: $1 = '1', $2 = '0'
2023-08-12 13:40:10.358 UTC [46] LOG:  execute s0: SELECT "public"."CursoDisciplina"."id", "public"."CursoDisciplina"."id_curso", "public"."CursoDisciplina"."id_disciplina" FROM "public"."CursoDisciplina" WHERE ("public"."CursoDisciplina"."id") IN (SELECT "t0"."id" FROM "public"."CursoDisciplina" AS "t0" INNER JOIN "public"."Curso" AS "j0" ON ("j0"."id") = ("t0"."id_curso") WHERE ("j0"."id_departamento" = $1 AND "t0"."id" IS NOT NULL)) OFFSET $2
2023-08-12 13:40:10.358 UTC [46] DETAIL:  parameters: $1 = '1', $2 = '0'
2023-08-12 13:41:52.502 UTC [49] LOG:  execute s0: SELECT "public"."CursoDisciplina"."id", "public"."CursoDisciplina"."id_curso", "public"."CursoDisciplina"."id_disciplina" FROM "public"."CursoDisciplina" WHERE ("public"."CursoDisciplina"."id") IN (SELECT "t0"."id" FROM "public"."CursoDisciplina" AS "t0" INNER JOIN "public"."Curso" AS "j0" ON ("j0"."id") = ("t0"."id_curso") WHERE ("j0"."id_departamento" = $1 AND "t0"."id" IS NOT NULL)) OFFSET $2
2023-08-12 13:41:52.502 UTC [49] DETAIL:  parameters: $1 = '1', $2 = '0'
2023-08-12 13:41:52.506 UTC [49] LOG:  execute s1: SELECT "public"."Curso"."id", "public"."Curso"."nome" FROM "public"."Curso" WHERE "public"."Curso"."id" IN ($1) OFFSET $2
2023-08-12 13:41:52.506 UTC [49] DETAIL:  parameters: $1 = '6', $2 = '0'
2023-08-12 13:41:52.517 UTC [49] LOG:  execute s2: SELECT "public"."Disciplina"."id", "public"."Disciplina"."nome" FROM "public"."Disciplina" WHERE "public"."Disciplina"."id" IN ($1,$2,$3) OFFSET $4
2023-08-12 13:41:52.517 UTC [49] DETAIL:  parameters: $1 = '11', $2 = '14', $3 = '12', $4 = '0'
2023-08-12 13:43:07.392 UTC [51] LOG:  execute s0: SELECT "public"."CursoDisciplina"."id", "public"."CursoDisciplina"."id_curso", "public"."CursoDisciplina"."id_disciplina" FROM "public"."CursoDisciplina" WHERE ("public"."CursoDisciplina"."id") IN (SELECT "t0"."id" FROM "public"."CursoDisciplina" AS "t0" INNER JOIN "public"."Curso" AS "j0" ON ("j0"."id") = ("t0"."id_curso") WHERE ("j0"."id_departamento" = $1 AND "t0"."id" IS NOT NULL)) OFFSET $2
2023-08-12 13:43:07.392 UTC [51] DETAIL:  parameters: $1 = '1', $2 = '0'
2023-08-12 13:43:07.397 UTC [51] LOG:  execute s1: SELECT "public"."Curso"."id", "public"."Curso"."nome" FROM "public"."Curso" WHERE "public"."Curso"."id" IN ($1) OFFSET $2
2023-08-12 13:43:07.397 UTC [51] DETAIL:  parameters: $1 = '6', $2 = '0'
2023-08-12 13:43:07.405 UTC [51] LOG:  execute s2: SELECT "public"."Disciplina"."id", "public"."Disciplina"."nome", "public"."Disciplina"."carga_horaria" FROM "public"."Disciplina" WHERE "public"."Disciplina"."id" IN ($1,$2,$3) OFFSET $4
2023-08-12 13:43:07.405 UTC [51] DETAIL:  parameters: $1 = '11', $2 = '14', $3 = '12', $4 = '0'
